TweetID,HandLabel,AnnotatorID
424242682979184640,Negative,7
424242959991992320,Positive,33
424242959991992320,Neutral,23
424243119987507200,Positive,23
424243539971543040,Neutral,23
424243879483670528,Neutral,23
424244187555696640,Positive,23
424244334654148608,Negative,33
424244334654148608,Neutral,33
424244966202691584,Positive,33
424245111703494656,Negative,23
424245111703494656,Negative,33
424245371817455616,Positive,7
424245797786759168,Positive,23
424245797786759168,Neutral,33
424246020923346944,Neutral,23
424246396355506176,Negative,23
424246543281950720,Neutral,23
424246700652249089,Neutral,33
424247150231298050,Neutral,23
424247390904647680,Negative,7
424247574589997056,Negative,7
424247668559581184,Negative,23
424247789669732352,Neutral,23
424248339383607297,Neutral,23
424248413199138816,Neutral,23
424248542606405632,Negative,33
424248542606405632,Negative,33
424248751595995136,Negative,33
424249147383107584,Neutral,33
424249147383107584,Negative,7
424249276936765440,Positive,7
424249488719740928,Neutral,23
424249658773602304,Positive,23
424249858090745856,Neutral,23
424249924038172672,Neutral,23
424249924038172672,Neutral,33
424250110084935680,Positive,9
424250209372479488,Negative,33
424250406772826112,Negative,33
424250605905772544,Negative,23
424250660964810752,Negative,7
424250860114161664,Negative,7
424251156865777664,Neutral,23
424251455101759488,Neutral,23
424251633904926720,Neutral,23
424252126194176001,Positive,23
424252281479913472,Negative,9
424252438011330560,Positive,33
424252438011330560,Positive,33
424252854690660352,Neutral,33
424252854690660352,Neutral,33
424253152800432128,Negative,23
424253381129957376,Positive,7
424253750430433280,Positive,7
424254071198195712,Positive,23
424254215251189760,Neutral,23
424254538401722370,Negative,23
424254607549038592,Negative,23
424254733155446784,Neutral,33
424255038043615232,Positive,23
424255240213258240,Negative,33
424255240213258240,Negative,7
424255323910586368,Neutral,7
424255323910586368,Neutral,33
424255541259431936,Negative,33
424255541259431936,Negative,23
424255862405103616,Neutral,33
424255862405103616,Neutral,23
424256210838491136,Neutral,23
424256723235647488,Positive,33
424257120541106176,Neutral,33
424257307988725760,Positive,33
424257516768210944,Neutral,33
424257688516571136,Negative,23
424258026317840384,Neutral,7
424258370816593920,Negative,33
424258370816593920,Negative,23
424258575595089921,Positive,23
424258575595089921,Positive,33
424258731770396672,Positive,33
424258924653449216,Negative,33
424259021747785729,Negative,33
424259329961652224,Neutral,23
424259622698897408,Neutral,7
424259859266416640,Negative,23
424260112430034945,Positive,23
424260223378157569,Neutral,33
424260223378157569,Neutral,23
424260590513958912,Neutral,23
424260590513958912,Neutral,33
424261281122496512,Neutral,33
424261394192936960,Positive,33
424261453030248448,Negative,23
424261678961033216,Negative,23
424262561861615616,Neutral,7
424262958449840128,Negative,23
424262958449840128,Neutral,33
424263368887635968,Positive,33
424263368887635968,Neutral,23
424263639949139969,Neutral,23
424264035954331649,Positive,23
424264217727098880,Negative,33
424264436317044736,Negative,33
424264513324867584,Negative,33
424264513324867584,Negative,33
424264641154674689,Positive,23
424264889679769600,Neutral,33
424264889679769600,Negative,7
424265306648092673,Neutral,33
424265306648092673,Positive,23
424265543324278784,Positive,23
424265702967898112,Neutral,23
424265903039975424,Positive,33
424266054312140800,Negative,33
424266054312140800,Negative,33
424266807222874112,Positive,33
424268012854583296,Positive,7
424268145495646208,Neutral,23
424268733389877248,Positive,23
424268897781829632,Neutral,23
424268897781829632,Neutral,33
424269348589420544,Negative,33
424269348589420544,Neutral,23
424269834223095808,Negative,33
424269936072990720,Positive,33
424270272892776448,Negative,23
424270411258683392,Negative,7
424270479109525505,Neutral,33
424270479109525505,Neutral,23
424270583149625345,Neutral,23
424270888130084864,Negative,23
424271276744527872,Positive,33
424271590981763072,Positive,33
424271590981763072,Positive,33
424271659496140800,Positive,23
424271833614274560,Positive,23
424271833614274560,Negative,33
424272009770442752,Neutral,7
424272486164094976,Neutral,33
424272486164094976,Neutral,23
424272890213588992,Negative,23
424273450497486848,Neutral,23
424273561076133891,Negative,9
424273978954231809,Positive,33
424274193262575616,Positive,33
424274522091823104,Positive,23
424274886081908736,Positive,7
424275204010164225,Positive,23
424275632835805185,Neutral,23
424276044003037184,Neutral,23
424276044003037184,Positive,33
424276458350346240,Neutral,23
424277134568591360,Positive,33
424277333965410304,Positive,33
424277333965410304,Neutral,33
424277487703437312,Negative,33
424278023282884608,Neutral,23
424278128727298050,Positive,33
424278128727298050,Positive,23
424278326229102592,Positive,7
424278400123928576,Neutral,23
424278541061332992,Negative,23
424279275660132352,Neutral,23
424279978893914112,Neutral,33
424280328115474432,Negative,33
424280328115474432,Neutral,33
424280773525790720,Positive,23
424281165512466433,Negative,23
424281248211546112,Neutral,7
424281623505678336,Neutral,23
424282646735495168,Positive,23
424282891821268993,Negative,23
424283015309963265,Positive,9
424283877314924544,Neutral,33
424283877314924544,Negative,33
424285096338681856,Positive,33
424285366020218880,Negative,23
424285643359789056,Negative,23
424286370832846848,Positive,7
424287637600350208,Neutral,23
424287985354678272,Negative,33
424287985354678272,Neutral,23
424288347625099265,Negative,23
424288646867341312,Negative,9
424288833149370368,Neutral,33
424289040561496064,Positive,33
424289040561496064,Positive,33
424289602246299649,Neutral,23
424289835050737664,Negative,23
424290105038487552,Negative,7
424290263448969216,Positive,23
424290430918746112,Negative,23
424291021711605760,Positive,23
424291151584460800,Neutral,23
424292772292481024,Negative,33
424293195888230400,Neutral,33
424293195888230400,Neutral,33
424293680976236545,Neutral,23
424293835230158848,Negative,23
424294406607224832,Positive,7
424294510819278848,Positive,33
424294510819278848,Neutral,23
424294679891673088,Neutral,23
424295138169741312,Neutral,23
424295321355558912,Positive,33
424295321355558912,Neutral,23
424295462405808129,Neutral,33
424295676252389376,Positive,33
424295676252389376,Positive,33
424296032378568704,Positive,33
424296032378568704,Positive,33
424296238356656128,Positive,23
424296590065426434,Neutral,33
424296590065426434,Neutral,23
424296855942332416,Neutral,7
424297226446196736,Neutral,23
424297536145588224,Neutral,23
424297746497953792,Negative,23
424297885002657792,Neutral,23
424298411354259456,Negative,33
424298704527695872,Positive,33
424299752994250752,Positive,33
424299752994250752,Neutral,23
424300173104123905,Neutral,7
424300173104123905,Neutral,33
424300928049487872,Negative,23
424301257877385217,Neutral,23
424301436956983296,Neutral,23
424301436956983296,Neutral,33
424301725726834690,Positive,23
424302299943829504,Neutral,33
424302388758200320,Positive,33
424302757575524352,Negative,23
424303067723345920,Negative,7
424303582695813120,Positive,23
424304247388131328,Positive,33
424304247388131328,Neutral,23
424304451462369280,Positive,23
424304741066096640,Positive,9
424305035913097216,Neutral,33
424305448238329858,Neutral,33
424305644121120768,Negative,23
424305818024943618,Neutral,23
424305946702401536,Negative,7
424306168501395456,Positive,23
424306515478986752,Neutral,23
424306853699264512,Negative,23
424307071136169984,Positive,23
424307299486683136,Positive,33
424307669894057984,Positive,33
424308416333758464,Neutral,33
424308416333758464,Positive,33
424308922640777217,Neutral,23
424309658832998402,Positive,7
424310378496274432,Neutral,23
424310840213667840,Neutral,23
424310840213667840,Negative,33
424311140899123200,Neutral,23
424311650645057536,Neutral,33
424311650645057536,Negative,33
424311883517399040,Positive,33
424312074916081664,Positive,33
424312074916081664,Positive,33
424312416521179136,Neutral,23
424312660705173504,Negative,23
424312925516361729,Positive,7
424313399330504705,Negative,33
424313399330504705,Negative,23
424314031134867458,Negative,23
424314301348728832,Neutral,23
424314856963969024,Neutral,23
424315220308537344,Neutral,33
424316040404021248,Neutral,33
424317032159379456,Negative,33
424318693649420288,Neutral,23
424320231050211328,Neutral,7
424321106154373120,Neutral,23
424321391416975360,Neutral,23
424322784013987840,Neutral,23
424324047594606592,Neutral,23
424325760539582464,Neutral,33
424325760539582464,Neutral,33
424327784660344832,Negative,33
424328796997967872,Negative,33
424329437703049216,Positive,23
424331191245078528,Positive,23
424331872353927168,Positive,7
424332949941518336,Neutral,23
424332949941518336,Negative,33
424334527943966720,Neutral,23
424340975298023424,Positive,23
424341955393253376,Neutral,33
424345198098141184,Negative,33
424364375953408000,Positive,23
424390663443345408,Negative,7
424396028876701696,Negative,23
424396028876701696,Negative,33
424415976533147648,Neutral,23
424420918111522816,Neutral,23
424426571269947392,Positive,33
424429385471782912,Positive,33
424432199761682432,Positive,33
424436074991976448,Neutral,33
424436074991976448,Neutral,23
424437307803172864,Positive,7
424438436767211520,Positive,23
424439136427446272,Neutral,23
424441066201153536,Neutral,33
424441687180455936,Positive,33
424441687180455936,Positive,33
424442873463832576,Positive,33
424443581995032576,Negative,23
424443581995032576,Neutral,33
424444402262896640,Negative,23
424445277387644928,Positive,7
424446189623205888,Neutral,23
424447477203214336,Neutral,23
424448235155898368,Negative,33
424448235155898368,Negative,23
424450140850487296,Positive,23
424450979686539265,Neutral,33
424451437213405184,Positive,33
424451437213405184,Positive,33
424451840387055616,Positive,33
424452715867934720,Negative,23
424454166891999232,Negative,7
424454775342891008,Positive,23
424455484750303232,Negative,23
424456421837524993,Neutral,23
424456421837524993,Negative,33
424456852252803072,Neutral,23
424458015354281984,Positive,33
424458015354281984,Positive,33
424458467852963840,Neutral,33
424458523523948544,Negative,33
424458523523948544,Negative,33
424458973648273408,Positive,23
424458973648273408,Positive,33
424459543821561856,Negative,33
424459543821561856,Neutral,23
424460376445816832,Positive,7
424460957847666689,Positive,23
424461733969666049,Neutral,23
424461733969666049,Negative,33
424462445319819264,Neutral,23
424463113468280832,Neutral,23
424463285044654080,Positive,33
424463285044654080,Positive,33
424463732824358912,Neutral,33
424463928069201920,Neutral,33
424465241506713600,Neutral,23
424465563197272065,Neutral,7
424466198647308288,Positive,33
424466198647308288,Neutral,23
424466306742878209,Positive,23
424466596233744384,Neutral,23
424466596233744384,Positive,33
424467147973468160,Negative,33
424467147973468160,Neutral,23
424468037035892736,Neutral,33
424468562921525248,Positive,33
424468936596660224,Neutral,33
424469523799212032,Negative,23
424469955526922240,Neutral,23
424470116303392768,Neutral,7
424470308163448832,Positive,23
424470806597353472,Positive,23
424471122235916288,Positive,23
424471299164237824,Neutral,33
424471299164237824,Positive,23
424471789129842688,Positive,33
424472407521234944,Neutral,33
424473353437458432,Positive,23
424473526658400256,Negative,23
424473796347965440,Positive,7
424474375820410880,Neutral,23
424474486894002176,Neutral,23
424474668738035712,Neutral,23
424474891673694209,Neutral,33
424475254007009280,Positive,33
424475254007009280,Positive,33
424477054982451200,Neutral,23
424477553160511488,Neutral,7
424477733683748864,Neutral,23
424477860322349056,Neutral,23
424478659282747392,Neutral,23
424478990766985216,Positive,33
424479139408916480,Positive,33
424479275761549312,Negative,33
424480068556304384,Neutral,23
424480068556304384,Positive,33
424480192430870528,Positive,7
424480340564918272,Neutral,23
424480465782050816,Neutral,23
424480792300240896,Neutral,23
424480911338778624,Neutral,23
424480911338778624,Positive,33
424480971010760704,Positive,33
424481127492251648,Positive,33
424481297579667456,Positive,33
424481297579667456,Neutral,33
424481754787749889,Negative,7
424482285849952256,Neutral,23
424482679338582016,Neutral,23
424482845722439681,Neutral,23
424483205723729920,Negative,23
424483665150623744,Negative,33
424483760604598272,Negative,33
424483825037893632,Positive,33
424484204823711745,Negative,33
424484204823711745,Neutral,23
424484718382710784,Negative,7
424484846782918656,Negative,23
424485484682051584,Neutral,23
424486337614725121,Neutral,23
424486337614725121,Negative,33
424486517399367680,Positive,33
424487072477347841,Neutral,33
424487305743564800,Neutral,33
424487985879715840,Negative,33
424487985879715840,Negative,7
424488673057730560,Neutral,23
424488882374459392,Neutral,23
424489163652857856,Neutral,23
424489378220875776,Neutral,23
424490139931668480,Neutral,33
424490139931668480,Negative,33
424490296777670656,Neutral,33
424490296777670656,Positive,33
424491177715716096,Negative,33
424491177715716096,Neutral,33
424492586011996160,Neutral,23
424493191434207232,Neutral,33
424493191434207232,Positive,7
424493752082644993,Neutral,23
424493752082644993,Neutral,33
424494230887616512,Neutral,23
424494446064177152,Negative,33
424494446064177152,Positive,23
424494756732096512,Neutral,23
424494756732096512,Neutral,33
424494939276591104,Negative,33
424495129748324352,Neutral,33
424495377967235072,Negative,33
424495590966583296,Neutral,23
424496281093156864,Neutral,23
424496281093156864,Neutral,33
424496538979532800,Negative,23
424496803015168001,Neutral,23
424496893062701056,Neutral,23
424497083870375936,Positive,33
424497482962202624,Negative,33
424497482962202624,Negative,33
424497912547385344,Neutral,33
424498060702806016,Negative,23
424498345852149760,Neutral,23
424498668553506816,Positive,7
424499030161244160,Positive,23
424499407120130049,Neutral,23
424499705570394113,Neutral,23
424500066280169472,Negative,23
424500303384547329,Positive,33
424500403427090432,Neutral,33
424500623854546944,Positive,33
424500909755072512,Neutral,33
424501314211807233,Neutral,23
424501562229006336,Positive,7
424501783810289664,Negative,33
424501783810289664,Neutral,23
424502247741865984,Positive,33
424502496409579520,Neutral,23
424502795472240640,Neutral,23
424502795472240640,Neutral,33
424502946974289921,Positive,33
424503139392581633,Neutral,33
424503251241672705,Positive,33
424503251241672705,Positive,33
424503942895001600,Neutral,23
424504389542637568,Positive,23
424504754731876352,Positive,23
424505070080651264,Positive,23
424505089349668864,Negative,23
424505354958168065,Negative,33
424505643278401536,Neutral,33
424505713067450368,Neutral,33
424505889501220864,Neutral,33
424506000591568896,Positive,23
424506389092786178,Negative,7
424506464477007872,Neutral,23
424506464477007872,Positive,33
424507210514063361,Neutral,33
424507429074661376,Positive,33
424507876187848704,Neutral,33
424508299854503936,Negative,23
424508543828385793,Neutral,23
424508925396787200,Negative,7
424508925396787200,Negative,33
424509697593335808,Neutral,23
424509815051005952,Neutral,33
424509815051005952,Negative,23
424509940032892928,Negative,23
424510416841367552,Neutral,23
424510921751683072,Negative,33
424511493066223616,Neutral,33
424511493066223616,Positive,33
424513167939874816,Positive,7
424513512413884416,Negative,23
424513972982009856,Neutral,23
424514632087126016,Positive,23
424515147399319552,Negative,23
424515390644166656,Neutral,33
424515610161455104,Positive,33
424515610161455104,Positive,33
424515986684141569,Positive,33
424516282260541440,Negative,23
424517842264813569,Neutral,23
424518605389463552,Negative,23
424519642825363456,Positive,33
424519642825363456,Negative,23
424520319223992320,Neutral,33
424520737769422848,Negative,33
424520939439550464,Negative,33
424521732641533952,Neutral,23
424522022698250241,Positive,33
424522022698250241,Negative,23
424522356128628736,Negative,7
424522754101350400,Neutral,23
424523778685939712,Positive,23
424524270736527361,Neutral,23
424524653856837633,Neutral,33
424524653856837633,Neutral,33
424524923059843073,Neutral,33
424525290212446208,Positive,33
424525290212446208,Positive,33
424526177563598848,Neutral,23
424526377686401024,Negative,23
424527400903262209,Positive,7
424528264527245312,Negative,33
424528264527245312,Negative,23
424529138175967232,Neutral,23
424529171101282304,Neutral,23
424529984162893826,Neutral,23
424530269073178624,Positive,33
424531114246819840,Positive,33
424532435863232512,Negative,33
424533639301328896,Positive,23
424533639301328896,Positive,33
424534217738166272,Neutral,23
424535242242678785,Neutral,23
424535700311400448,Neutral,23
424536576543031296,Neutral,33
424537011374923777,Negative,33
424539306175516672,Neutral,33
424539756408487936,Neutral,23
424540252280078337,Neutral,23
424540889088675840,Neutral,7
424541837853220864,Negative,23
424542656287748096,Negative,23
424542948664283136,Neutral,23
424543523925270528,Neutral,23
424543523925270528,Negative,33
424543889115316224,Negative,33
424544491153162240,Positive,33
424546100624629760,Positive,33
424546100624629760,Positive,33
424547406663790593,Negative,23
424548061864808448,Neutral,33
424549355467862016,Neutral,23
424551230925307904,Negative,23
424551230925307904,Negative,33
424551487935889408,Negative,23
424552464395018240,Positive,23
424553013785931776,Positive,33
424553013785931776,Positive,33
424553343768621056,Neutral,33
424554222919892992,Positive,33
424554348602224640,Positive,33
424554348602224640,Positive,23
424554849792176128,Negative,7
424554952141602816,Positive,23
424555204202086400,Positive,23
424555410625138690,Positive,23
424555915824885760,Negative,23
424556519846588416,Neutral,33
424556647022080000,Positive,33
424556647022080000,Positive,33
424557293376921601,Neutral,23
424557618737082368,Negative,33
424557960472592384,Positive,7
424557960472592384,Positive,33
424558451755614208,Neutral,23
424558974684635136,Neutral,23
424559181253705728,Neutral,23
424560123999047680,Positive,33
424560388366032896,Neutral,33
424560388366032896,Negative,33
424560785151373312,Negative,33
424560785151373312,Negative,33
424561412703129601,Positive,23
424563188445618177,Positive,7
424563410156941312,Neutral,23
424563718589276160,Negative,23
424564151428861952,Neutral,23
424564202377072641,Neutral,23
424564202377072641,Neutral,33
424564281959403521,Negative,33
424564440273780736,Neutral,33
424564651079507969,Negative,33
424564651079507969,Negative,33
424565714952138752,Neutral,23
424566035933454336,Neutral,33
424566035933454336,Negative,7
424566594942304256,Negative,23
424566947473530880,Neutral,23
424567357206708224,Neutral,23
424567591978668032,Negative,23
424568114492080128,Neutral,33
424568580693590016,Positive,33
424568904547987456,Negative,33
424569174393102336,Negative,23
424569739474501632,Neutral,23
424569977933664256,Neutral,7
424570565203329024,Positive,23
424571083380260864,Positive,23
424571312347283456,Neutral,23
424571537963114496,Neutral,33
424571537963114496,Neutral,23
424571897129738240,Neutral,33
424572137740185600,Negative,33
424572317734551552,Neutral,33
424572611390373888,Neutral,23
424572896422686720,Positive,7
424572896422686720,Neutral,33
424573563023015936,Positive,23
424574228747145216,Neutral,23
424574428651872257,Negative,33
424574428651872257,Neutral,23
424574700388225024,Negative,23
424575021210537984,Positive,33
424575063417819136,Negative,33
424575182943293441,Neutral,33
424575182943293441,Positive,33
424576353607122944,Neutral,7
424576795367981058,Neutral,23
424576795367981058,Positive,33
424577304036405248,Neutral,23
424577579937705984,Negative,23
